Bridge to Terabithia|2007|12|96|Adventure, Drama, Family|A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.|bridge_to_terabithia_2007.jpg
Idiocracy|2006|18|84|Adventure, Comedy, Sci-Fi|Private Joe Bauers, the definition of "average American", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.|idiocracy_2006.jpg
Never Let Me Go|2010|18|103|Drama, Romance, Sci-Fi|The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.|never_let_me_go_2010.jpg
Remember Me|2010|12|113|Drama, Romance|A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.|remember_me_2010.jpg
Good Bye Lenin!|2003|18|121|Comedy, Drama, Romance|In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.|good_bye_lenin!_2003.jpg
Valerian and the City of a Thousand Planets|2017|12|137|Action, Adventure, Fantasy|A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.|valerian_and_the_city_of_a_thousand_planets_2017.jpg
Dude, Where's My Car?|2000|12|83|Comedy, Mystery, Sci-Fi|Two potheads wake up after a night of partying and cannot remember where they parked their car.|dude,_where's_my_car_2000.jpg
The Running Man|1987|18|101|Action, Sci-Fi, Thriller|A wrongly convicted man must try to survive a public execution gauntlet staged as a game show.|the_running_man_1987.jpg
Predator 2|1990|18|108|Action, Horror, Sci-Fi|Amidst a territorial gang war in 1997, a sophisticated alien hunter stalks the citizens of Los Angeles and the only man between him and his prey is veteran L.A.P.D. officer, Lieutenant Mike Harrigan.|predator_2_1990.jpg
Mission: Impossible - Fallout|2018|12|147|Action, Adventure, Thriller|Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.|mission_impossible_-_fallout_2018.jpg
The Lake House|2006|12|99|Drama, Fantasy, Romance|A lonely doctor, who once occupied an unusual lakeside house, begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.|the_lake_house_2006.jpg
Central Intelligence|2016|12|107|Action, Comedy, Crime|After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.|central_intelligence_2016.jpg
Unbroken|2014|12|137|Biography, Drama, Sport|After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.|unbroken_2014.jpg
The Master|2012|18|138|Drama|A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.|the_master_2012.jpg
Begin Again|2013|18|104|Comedy, Drama, Music|A chance encounter between a disgraced music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.|begin_again_2013.jpg
Call Me by Your Name|2017|18|132|Drama, Romance|In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.|call_me_by_your_name_2017.jpg
National Lampoon's Christmas Vacation|1989|12|97|Comedy|The Griswold family's plans for a big family Christmas predictably turn into a big disaster.|national_lampoon's_christmas_vacation_1989.jpg
Conan the Barbarian|1982|18|129|Adventure, Fantasy|A barbarian warrior sets off to avenge his parents and his tribe whom were slain by an evil sorcerer and his henchmen when he was a boy.|conan_the_barbarian_1982.jpg
The Last Stand|2013|18|107|Action, Thriller|The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.|the_last_stand_2013.jpg
Pitch Perfect 2|2015|12|115|Comedy, Music|After a humiliating commando performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.|pitch_perfect_2_2015.jpg
Scary Movie 3|2003|12|84|Comedy|Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.|scary_movie_3_2003.jpg
Deepwater Horizon|2016|12|107|Action, Drama, History|A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.|deepwater_horizon_2016.jpg
Honey, I Shrunk the Kids|1989|12|93|Adventure, Comedy, Family|The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.|honey,_i_shrunk_the_kids_1989.jpg
Grown Ups 2|2013|12|101|Comedy|After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.|grown_ups_2_2013.jpg
Winter's Bone|2010|18|100|Drama, Mystery|An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.|winter's_bone_2010.jpg
Snakes on a Plane|2006|18|105|Action, Adventure, Crime|An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.|snakes_on_a_plane_2006.jpg
Ray|2004|12|152|Biography, Drama, Music|The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.|ray_2004.jpg
We Bought a Zoo|2011|12|124|Comedy, Drama, Family|Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.|we_bought_a_zoo_2011.jpg
Bad Santa|2003|18|91|Comedy, Crime, Drama|A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.|bad_santa_2003.jpg
One Day|2011|12|107|Drama, Romance|After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.|one_day_2011.jpg
Poltergeist|1982|12|114|Horror, Thriller|A family's home is haunted by a host of ghosts.|poltergeist_1982.jpg
Mr. Deeds|2002|12|96|Comedy, Romance|A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.|mr_deeds_2002.jpg
The Chronicles of Narnia: The Voyage of the Dawn Treader|2010|12|113|Adventure, Family, Fantasy|Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.|the_chronicles_of_narnia_the_voyage_of_the_dawn_treader_2010.jpg
State of Play|2009|12|127|Crime, Drama, Mystery|When a congressional aide is killed, a Washington D.C. journalist starts investigating the case involving the congressman, his old college friend.|state_of_play_2009.jpg
Chasing Amy|1997|18|113|Comedy, Drama, Romance|Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.|chasing_amy_1997.jpg
Foxcatcher|2014|18|134|Biography, Drama, Sport|U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join "Team Foxcatcher", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.|foxcatcher_2014.jpg
Harold & Kumar Escape from Guantanamo Bay|2008|18|104|Adventure, Comedy|After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit.|harold_&_kumar_escape_from_guantanamo_bay_2008.jpg
9|2009|12|79|Animation, Action, Adventure|A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.|9_2009.jpg
Gamer|2009|18|95|Action, Sci-Fi, Thriller|In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free. Or won't he?|gamer_2009.jpg
Clerks II|2006|18|97|Comedy|A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.|clerks_ii_2006.jpg
Bee Movie|2007|12|91|Animation, Adventure, Comedy|Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.|bee_movie_2007.jpg
The Constant Gardener|2005|18|129|Drama, Mystery, Romance|A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption.|the_constant_gardener_2005.jpg
Spring Breakers|2012|18|94|Crime, Drama|Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.|spring_breakers_2012.jpg
The Recruit|2003|12|115|Action, Drama, Mystery|A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.|the_recruit_2003.jpg
It's Kind of a Funny Story|2010|12|101|Comedy, Drama, Romance|A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.|it's_kind_of_a_funny_story_2010.jpg
Payback|1999|18|100|Action, Crime, Drama|After a successful heist, Porter is shot by his wife and his best friend. They leave him there to die but when he recovers, he seeks revenge and wants his share of the money.|payback_1999.jpg
Fun with Dick and Jane|2005|12|90|Comedy, Crime|When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.|fun_with_dick_and_jane_2005.jpg
Nausicaä of the Valley of the Wind|1984|12|117|Animation, Adventure, Fantasy|Warrior/pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.|nausicaä_of_the_valley_of_the_wind_1984.jpg
Tower Heist|2011|12|104|Action, Comedy, Crime|When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.|tower_heist_2011.jpg
Killing Them Softly|2012|18|97|Crime, Thriller|Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.|killing_them_softly_2012.jpg
Four Brothers|2005|18|109|Action, Crime, Drama|When their adopted mother is gunned down in a store robbery the 'four brothers' investigated the murder for themselves & look for the killers but not all is what it seems.|four_brothers_2005.jpg
Resident Evil: Retribution|2012|18|95|Action, Horror, Sci-Fi|Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.|resident_evil_retribution_2012.jpg
Carrie|2013|18|100|Drama, Horror|A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.|carrie_2013.jpg
Dogville|2003|18|178|Crime, Drama|A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits the town, she finds out that their support has a price. Yet her dangerous secret is never far away.|dogville_2003.jpg
Four Weddings and a Funeral|1994|18|117|Comedy, Drama, Romance|Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.|four_weddings_and_a_funeral_1994.jpg
The Wedding Singer|1998|12|100|Comedy, Music, Romance|Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.|the_wedding_singer_1998.jpg
The Hunchback of Notre Dame|1996|3|91|Animation, Drama, Family|A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.|the_hunchback_of_notre_dame_1996.jpg
An Education|2009|12|100|Drama|A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.|an_education_2009.jpg
Kindergarten Cop|1990|12|111|Comedy, Crime|A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.|kindergarten_cop_1990.jpg
Magic Mike|2012|18|110|Comedy, Drama|A male stripper teaches a younger performer how to party, pick up women, and make easy money.|magic_mike_2012.jpg
Monster|2003|18|109|Biography, Crime, Drama|Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.|monster_2003.jpg
Last Action Hero|1993|12|130|Action, Adventure, Comedy|With the help of a magic ticket, a young film fan is transported into the fictional world of his favorite action film character.|last_action_hero_1993.jpg
Green Zone|2010|18|115|Action, Drama, Thriller|Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.|green_zone_2010.jpg
The Purge: Anarchy|2014|18|103|Action, Horror, Sci-Fi|Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.|the_purge_anarchy_2014.jpg
16 Blocks|2006|12|102|Action, Crime, Drama|An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.|16_blocks_2006.jpg
The Texas Chainsaw Massacre|2003|18|98|Horror|After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers.|the_texas_chainsaw_massacre_2003.jpg
Jack the Giant Slayer|2013|12|114|Adventure, Fantasy|The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.|jack_the_giant_slayer_2013.jpg
Into the Woods|2014|12|125|Adventure, Comedy, Drama|A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.|into_the_woods_2014.jpg
The Men Who Stare at Goats|2009|18|94|Comedy, War|A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.|the_men_who_stare_at_goats_2009.jpg
Let's Be Cops|2014|18|104|Comedy, Crime|Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted "heroes" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.|let's_be_cops_2014.jpg
The Negotiator|1998|18|140|Action, Crime, Drama|In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.|the_negotiator_1998.jpg
A Fish Called Wanda|1988|18|108|Comedy, Crime|In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.|a_fish_called_wanda_1988.jpg
I Know What You Did Last Summer|1997|18|101|Horror, Mystery, Thriller|Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.|i_know_what_you_did_last_summer_1997.jpg
The Other Woman|2014|12|109|Comedy, Romance|After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.|the_other_woman_2014.jpg
The Kids Are All Right|2010|18|106|Comedy, Drama, Romance|Two children conceived by artificial insemination bring their biological father into their non-traditional family life.|the_kids_are_all_right_2010.jpg
The Mortal Instruments: City of Bones|2013|12|130|Action, Fantasy, Horror|When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.|the_mortal_instruments_city_of_bones_2013.jpg
Last Vegas|2013|12|105|Comedy, Drama|Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.|last_vegas_2013.jpg
Shallow Hal|2001|12|114|Comedy, Drama, Fantasy|A shallow man falls in love with a 300 pound woman because of her "inner beauty".|shallow_hal_2001.jpg
Devil|2010|12|80|Horror, Mystery, Thriller|A group of people are trapped in an elevator and the Devil is mysteriously amongst them.|devil_2010.jpg
Trading Places|1983|18|116|Comedy|A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.|trading_places_1983.jpg
Syriana|2005|18|128|Drama, Thriller|A politically charged epic about the state of the oil industry in the hands of those personally involved and affected by it.|syriana_2005.jpg
Lara Croft Tomb Raider: The Cradle of Life|2003|12|117|Action, Adventure, Fantasy|Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.|lara_croft_tomb_raider_the_cradle_of_life_2003.jpg
Horton Hears a Who!|2008|3|86|Animation, Adventure, Comedy|Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.|horton_hears_a_who!_2008.jpg
Robots|2005|12|91|Animation, Adventure, Comedy|In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.|robots_2005.jpg
Inside Llewyn Davis|2013|18|104|Drama, Music|A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.|inside_llewyn_davis_2013.jpg
London Has Fallen|2016|18|99|Action, Thriller|In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.|london_has_fallen_2016.jpg
Trainwreck|2015|18|125|Comedy, Drama, Romance|Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.|trainwreck_2015.jpg
Blue Is the Warmest Color|2013|NC-17|180|Drama, Romance|Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.|blue_is_the_warmest_color_2013.jpg
10,000 BC|2008|12|109|Action, Adventure, Drama|A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.|10,000_bc_2008.jpg
We Need to Talk About Kevin|2011|18|112|Drama, Mystery, Thriller|Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.|we_need_to_talk_about_kevin_2011.jpg
Æon Flux|2005|12|93|Action, Adventure, Drama|Aeon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found.|æon_flux_2005.jpg
Billy Madison|1995|12|89|Comedy|In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.|billy_madison_1995.jpg
We Were Soldiers|2002|18|138|Action, Drama, History|The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.|we_were_soldiers_2002.jpg
Before Midnight|2013|18|109|Drama, Romance|We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.|before_midnight_2013.jpg
A Christmas Story|1983|12|94|Comedy, Family|In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.|a_christmas_story_1983.jpg
Reign of Fire|2002|12|101|Action, Adventure, Fantasy|A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.|reign_of_fire_2002.jpg
This Is Spinal Tap|1984|18|82|Comedy, Music|Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.|this_is_spinal_tap_1984.jpg
A Serious Man|2009|18|106|Comedy, Drama|Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking.|a_serious_man_2009.jpg
Thelma & Louise|1991|18|130|Adventure, Crime, Drama|Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed.|thelma_&_louise_1991.jpg
The Count of Monte Cristo|2002|12|131|Action, Adventure, Drama|A young man, falsely imprisoned by his jealous "friend", escapes and uses a hidden treasure to exact his revenge.|the_count_of_monte_cristo_2002.jpg
The Gift|2015|18|108|Drama, Mystery, Thriller|A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.|the_gift_2015.jpg
The Scorpion King|2002|12|92|Action, Adventure, Fantasy|A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.|the_scorpion_king_2002.jpg
The Campaign|2012|18|85|Comedy|An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.|the_campaign_2012.jpg
Final Destination 3|2006|18|93|Fantasy, Horror, Mystery|A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from Death itself, which seeks out those who escaped their fate.|final_destination_3_2006.jpg
Baywatch|2017|18|116|Action, Comedy, Crime|Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.|baywatch_2017.jpg
Along Came Polly|2004|12|90|Comedy, Romance|A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.|along_came_polly_2004.jpg
Matchstick Men|2003|12|116|Comedy, Crime, Drama|A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.|matchstick_men_2003.jpg
Max Payne|2008|12|100|Action, Crime, Drama|Coming together to solve a series of murders in New York City are a police detective whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.|max_payne_2008.jpg
This Is 40|2012|18|134|Comedy, Romance|Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.|this_is_40_2012.jpg
Eragon|2006|12|104|Action, Adventure, Family|In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king.|eragon_2006.jpg
The Book Thief|2013|12|131|Drama, War|While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.|the_book_thief_2013.jpg
About Schmidt|2002|18|125|Comedy, Drama|A man upon retirement, embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.|about_schmidt_2002.jpg
Allied|2016|18|124|Action, Drama, Romance|In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.|allied_2016.jpg
Scream 4|2011|18|111|Horror, Mystery|Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.|scream_4_2011.jpg
American Made|2017|18|115|Action, Biography, Comedy|The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.|american_made_2017.jpg
A Time to Kill|1996|18|149|Crime, Drama, Thriller|In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his 10-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.|a_time_to_kill_1996.jpg
Game Night|2018|18|100|Action, Comedy, Crime|A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.|game_night_2018.jpg
Killer Elite|2011|18|116|Action, Crime, Thriller|When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mlission: kill three members of Britain's elite Special Air Service responsible for the death of his sons.|killer_elite_2011.jpg
Miller's Crossing|1990|18|115|Crime, Drama, Thriller|Tom Regan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.|miller's_crossing_1990.jpg
The Monuments Men|2014|12|118|Drama, History, War|An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.|the_monuments_men_2014.jpg
Incendies|2010|18|131|Drama, Mystery, War|Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.|incendies_2010.jpg
Mad Max Beyond Thunderdome|1985|12|107|Action, Adventure, Sci-Fi|After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.|mad_max_beyond_thunderdome_1985.jpg
Pixels|2015|12|105|Action, Comedy, Fantasy|When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.|pixels_2015.jpg
Accepted|2006|12|93|Comedy|A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.|accepted_2006.jpg
The NeverEnding Story|1984|12|102|Adventure, Drama, Family|A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.|the_neverending_story_1984.jpg
Daybreakers|2009|18|98|Action, Fantasy, Horror|In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind.|daybreakers_2009.jpg
Locke|2013|18|85|Drama|Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.|locke_2013.jpg
Crimson Peak|2015|18|119|Drama, Fantasy, Horror|In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.|crimson_peak_2015.jpg
Lost Highway|1997|18|134|Mystery, Thriller|After a bizarre encounter at a party, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic and begins leading a new life.|lost_highway_1997.jpg
White Chicks|2004|12|109|Comedy, Crime|Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson Sisters from a kidnapping plot.|white_chicks_2004.jpg
Dumb and Dumber To|2014|12|109|Adventure, Comedy|20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.|dumb_and_dumber_to_2014.jpg
Capote|2005|18|114|Biography, Crime, Drama|In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.|capote_2005.jpg
The Hours|2002|12|110|Drama, Romance|The story of how the novel "Mrs. Dalloway" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.|the_hours_2002.jpg
Man on the Moon|1999|18|118|Biography, Comedy, Drama|The life and career of a legendary comedian, Andy Kaufman.|man_on_the_moon_1999.jpg
J. Edgar|2011|18|137|Biography, Crime, Drama|J. Edgar Hoover, powerful head of the F.B.I. for nearly 50 years, looks back on his professional and personal life.|j_edgar_2011.jpg
The Watch|2012|18|102|Action, Comedy, Sci-Fi|Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.|the_watch_2012.jpg
8MM|1999|18|123|Mystery, Thriller|A private investigator is hired to discover if a "snuff film" is authentic or not.|8mm_1999.jpg
The Break-Up|2006|12|106|Comedy, Drama, Romance|In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.|the_break-up_2006.jpg
Savages|2012|18|131|Crime, Drama, Thriller|Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.|savages_2012.jpg
Good Morning, Vietnam|1987|18|121|Biography, Comedy, Drama|In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.|good_morning,_vietnam_1987.jpg
Raising Arizona|1987|12|94|Comedy, Crime|When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.|raising_arizona_1987.jpg
Darkest Hour|2017|12|125|Biography, Drama, History|In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire.|darkest_hour_2017.jpg
She's Out of My League|2010|18|104|Comedy, Romance|An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.|she's_out_of_my_league_2010.jpg
Annabelle|2014|18|99|Horror, Mystery, Thriller|A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.|annabelle_2014.jpg
A Bronx Tale|1993|18|121|Crime, Drama|A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.|a_bronx_tale_1993.jpg
Joy|2015|12|124|Drama|Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.|joy_2015.jpg
